,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd Packet Length Max,-0.21607575920256114,0.27033855430186016,0.020996224732172362,0.17447387488425406,0.002045190294566891,0.18477306041309244,0.20831857807458207,-0.1527992603393816,-0.09860203547221169,0.48516595941661755,1.0,0.02822080591742945,0.8196552281743212,0.9281590188047664,-0.061564773957968694,-0.07863900837279865,-0.023149068504425167,0.07700979543951536,0.2534737399029098,-0.003969502725584807,0.26718187954458067,0.011016915522620975,0.11664300580742261,0.25075934793195515,-0.0038107858686127973,0.3850923224976084,0.06553905514562894,0.14559792851704992,0.28100047316632537,0.0009650008204183103,-0.012723801762488779,,,,0.007698357194340845,-0.0013427539048901235,-0.07819762342304798,-0.010307752596027956,-0.15328913091096721,0.7806236441690358,0.05186735879255836,0.8713052154148316,0.740289988748172,,-0.004117017157880748,-0.012723801762488779,,0.2928613305186118,-0.04073702190395747,-0.027899059249246568,,0.10892095745905862,0.002998602973650295,-0.09860203547221169,0.8196552281743212,,,,,,,0.020996224732172362,0.002045190294566892,0.1744738748842541,0.18477306041309244,0.36939737542178513,0.046020416935299444,0.04486517432638645,0.029219136048022114,0.09716081216031912,0.08383769058028306,0.10681404781283337,0.07007420570429507,0.2749352921734466,0.005505880134605185,0.2427181645745555,0.29728684848033965
Bwd Packet Length Min,0.13615923912837255,-0.07878749940864432,-0.010616270367238417,-0.001221643724936478,-0.026943815042028148,-0.0026010455292147954,-0.20805197317465002,-0.2072122307845059,-0.21864203734725382,-0.03953350974246084,0.02822080591742945,1.0,0.22380390074604392,-0.04235940393677426,-0.09723677236992478,-0.12369439149676843,-0.09351218111369718,-0.09039571642516173,-0.07683759190424554,-0.005634199907187033,-0.07797763551479729,-0.0895425714702358,-0.08658633948563285,-0.07617645296468484,-0.005969974873080793,-0.044659276093357264,-0.029166411553773357,-0.03281447738527925,-0.038280241881087446,0.11692134546819398,0.019162178293102412,,,,0.010565588191192512,-0.06467893182489555,-0.12331367150931385,-0.010980889220251804,-0.21266625651873536,-0.12090725737904795,-0.19323574963659337,0.059469569778785154,0.0028976746916254048,,-0.005638301266893878,0.019162178293102412,,-0.11623690897291139,-0.04704541848783544,-0.04727443654221315,,0.28692804735212096,-0.17859262006585142,-0.21864203734725382,0.22380390074604392,,,,,,,-0.010616270367238419,-0.026943815042028148,-0.0012216437249364782,-0.0026010455292147954,-0.07803705634312462,-0.038312496345672194,-0.046132208489917025,0.03471655404125809,-0.020730010616978864,-0.01953431247676869,-0.023999677380091382,-0.01455673754846503,-0.06285796862912459,-0.045725141603756014,-0.06538615229944038,-0.05743476506705229
Bwd Packet Length Mean,-0.17570519796905093,0.1695863390459736,0.02325082055443589,0.1776045566624973,-0.0061626552860674306,0.16104671138235266,0.12582468441956052,-0.18282386905735348,-0.1394128603783458,0.40448434289171964,0.8196552281743212,0.22380390074604392,1.0,0.867696600721686,-0.07634124764583336,-0.09738553931523986,-0.055337962033288085,0.018570768696848042,0.17149637552050456,-0.004800382037962728,0.16569046207288013,-0.03242061427777149,0.048557152663436236,0.1676459406288559,-0.004716548721393701,0.26464651972594905,0.02268234128859503,0.08272629073887025,0.20400543355278553,0.0251606481225412,-0.0012407104380861356,,,,0.009222628662476043,-0.014466769933081556,-0.09692619117821218,-0.011308830440872025,-0.18438120459243632,0.6011383451949839,0.04989495971164649,0.8714053638876409,0.6036293288902352,,-0.0032950004568667013,-0.0012407104380861356,,0.23840765537339784,-0.03158786113336275,-0.01840896066570588,,0.19075706425892716,-0.004157176573531932,-0.1394128603783458,1.0,,,,,,,0.02325082055443589,-0.0061626552860674375,0.17760455666249728,0.16104671138235266,0.31903446836742494,0.029535410759022076,0.05482430624693649,0.033976658574369406,0.08830816525451986,0.06477250821951737,0.09190189568058448,0.07008647014008527,0.19268970442264494,-0.018119374548839266,0.16468554359607498,0.2138002486558267
Bwd Packet Length Std,-0.2513716190690248,0.2651101040786799,0.01749054053194784,0.12817039329834592,0.0013338014774169763,0.11113839648813482,0.23414641497736344,-0.15436840837078397,-0.09218111497328373,0.5416092789391574,0.9281590188047664,-0.04235940393677426,0.867696600721686,1.0,-0.06118259429779475,-0.0781389098226442,-0.022520372476004524,0.07769435968254072,0.24556188840495605,-0.003993824788312352,0.26106558515159306,0.011908464541074174,0.11642263865368901,0.24181924252664985,-0.0037909737858407458,0.37924315856868973,0.06633876683252599,0.14427095788734057,0.2730848860961381,-0.006314502575732463,-0.013459754495078913,,,,0.0077761113831505664,0.003434253899031827,-0.07771065204679954,-0.010069976465988858,-0.15459624092681695,0.7221515202488036,0.05763685328156736,0.9153934313071584,0.6352147126072428,,-0.0034302284945326176,-0.013459754495078913,,0.331337154237982,-0.036793549463709635,-0.02358987768944658,,0.08059929347077774,0.007191724455304433,-0.09218111497328373,0.867696600721686,,,,,,,0.01749054053194784,0.0013338014774169757,0.12817039329834592,0.11113839648813482,0.40660599036025896,0.05670928973092312,0.040462795500026356,0.029915455005332436,0.09940095056883047,0.08117162426057516,0.10752132647695165,0.0744048976025578,0.269432762711133,-0.0028759107073593505,0.23559903702481577,0.2931824962718827
Flow Bytes/s,0.2333196623135178,-0.12987057419863499,-0.01126044008942947,-0.012008777612555128,-0.012790795130500424,-0.004438602014831651,0.5391548452414212,0.6825019409610446,0.6711790438401571,-0.07563116873996498,-0.061564773957968694,-0.09723677236992478,-0.07634124764583336,-0.06118259429779475,1.0,0.7995160216623801,-0.14349181156250376,-0.1484723007788829,-0.13237661879863108,-0.007035333061289558,-0.12857334204012502,-0.14708178158607402,-0.14542063020978738,-0.13079456850005872,-0.006678231251472687,-0.07597063395717289,-0.07562570878571882,-0.07784612876674395,-0.07785330039286557,-0.06613831783584408,-0.054882604828510144,,,,-0.0033314141198284132,0.008394094694241084,0.8024791718853876,-0.019539486231399963,0.6847182209498698,0.33338356669873903,0.6659800702611487,-0.08477110213729698,-0.027008416516788248,,-0.009139075822959223,-0.054882604828510144,,-0.1694560546774052,-0.12061923177020877,-0.08280459492217807,,-0.14430021569277388,0.7243141370626744,0.6711790438401571,-0.07634124764583339,,,,,,,-0.011260440089429474,-0.012790795130500424,-0.012008777612555128,-0.004438602014831651,-0.10975329281107055,-0.05334097218920033,-0.047059098601807285,-0.0771300635305659,-0.036524306815147546,-0.037507815069582555,-0.04379676363833779,-0.024166565836655877,-0.11204669966060869,-0.08517223492379496,-0.11794443276185809,-0.101018703123002
Flow Packets/s,0.17378612616468708,-0.16601346649372611,-0.013265468274542344,-0.01524534457282596,-0.019496858117859797,-0.005716126365059503,0.33584498433610416,0.4541924292545786,0.4398558457115196,-0.08160010352097406,-0.07863900837279865,-0.12369439149676843,-0.09738553931523986,-0.0781389098226442,0.7995160216623801,1.0,-0.1834254929393414,-0.18979205955072026,-0.16921704346678812,-0.00899321568511798,-0.16435526491628819,-0.18801477394362848,-0.18589129926882197,-0.1671948091407248,-0.008536754485572548,-0.097113405967249,-0.09667242513581133,-0.09951080420583361,-0.09951998709129967,-0.08059623789263758,0.05239552428660473,,,,-0.0026292439605259035,0.010724980823441676,0.9982111415277114,0.0672625598927251,0.4560104556388021,0.18624411613859493,0.43235568813287256,-0.10005536630341579,-0.03332247367556173,,0.01613812442622373,0.05239552428660473,,-0.2080020691449056,0.008162162340321587,-0.05245468035035393,,-0.16989722052507816,0.4920372155509272,0.43985584571151976,-0.09738553931523986,,,,,,,-0.013265468274542344,-0.01949685811785979,-0.015245344572825956,-0.005716126365059503,-0.0948861266037984,-0.06569115982424897,-0.05514149615707703,-0.08040157159232411,-0.04668907174747913,-0.04794628884669109,-0.05598546413502221,-0.030892157914757707,-0.1432295251197621,-0.1088758378472208,-0.1507686079619374,-0.12913241567208306
Flow IAT Mean,-0.4662680280292967,0.6575272549218584,-0.007525035828044395,0.0002491544632249799,-0.036515655520913654,-0.0045542257645937514,-0.26083525898607923,-0.2688656242738566,-0.29196385132054803,-0.06553666902746393,-0.023149068504425167,-0.09351218111369718,-0.055337962033288085,-0.022520372476004524,-0.14349181156250376,-0.1834254929393414,1.0,0.9320017483582221,0.7313738102124753,0.18698629366629457,0.655844765826594,0.9658142219859642,0.8834850126694672,0.7282459129404893,0.187290393400569,0.20135679262876638,0.3344230172668643,0.32203325307976743,0.26332992337937755,-0.005339203664766417,-0.03821955409232057,,,,0.015439408974340792,0.010747390222972815,-0.18222599624395736,-0.02687924624606998,-0.2686274507004947,-0.19196004782038245,-0.3001145901945991,-0.06631246885485823,-0.02124831545456604,,-0.012189468657963061,-0.03821955409232057,,0.6200932199706535,-0.11486995241971767,-0.09770236006610586,,-0.15063260044449706,-0.2765024180781466,-0.29196385132054803,-0.055337962033288085,,,,,,,-0.0075250358280443954,-0.036515655520913654,0.00024915446322497874,-0.0045542257645937514,0.14813927431308183,-0.02974979886169725,-0.04070635626167275,0.047698165048493404,0.10052787668964412,0.12197945062222026,0.127652964785339,0.05686048752089608,0.6685035025507859,0.5844748763711802,0.7157036706021028,0.5891822934022701
Flow IAT Std,-0.4969207403335757,0.7626886833424806,-0.004643157526086868,0.016721211800752776,-0.03527816908170007,0.00045156627954696433,-0.2166155370927971,-0.28862178195571425,-0.30202045925045695,0.01816664208622028,0.07700979543951536,-0.09039571642516173,0.018570768696848042,0.07769435968254072,-0.1484723007788829,-0.18979205955072026,0.9320017483582221,1.0,0.8894269004746518,-0.0026426298201990012,0.7600883833050605,0.9491955318132985,0.9854193868214098,0.8852027417818543,-0.0020208449048137013,0.3938656962777521,0.4229794300775174,0.4588599163080649,0.45727408219384486,-0.002661003109517516,0.003782725557064922,,,,0.016429928463099937,0.010765775930504946,-0.1885509458019086,-0.027811928280300286,-0.2884134498136338,-0.1098945966407362,-0.30031901598623967,0.03023398912117541,0.015430103568255641,,-0.012605829300903825,0.003782725557064922,,0.638405008669365,-0.09571067145958308,-0.1116533667515237,,-0.13184576609294063,-0.28029537723232006,-0.30202045925045695,0.01857076869684803,,,,,,,-0.004643157526086865,-0.03527816908170007,0.016721211800752776,0.00045156627954696406,0.2029869768880683,-0.02011968761342113,-0.030771393719088283,0.05353518000533739,0.11930134443894519,0.1627233916129672,0.15636045186415093,0.05801618469589115,0.8442352153461354,0.6024608492693488,0.8736524259429868,0.7778121566981306
Flow IAT Max,-0.47697767878182246,0.8582238731632286,0.005128210099053298,0.06343862569444096,-0.02568562384102376,0.026103346055102727,-0.10354830908643749,-0.2827261479878863,-0.2779944809131408,0.15695630850082354,0.2534737399029098,-0.07683759190424554,0.17149637552050456,0.24556188840495605,-0.13237661879863108,-0.16921704346678812,0.7313738102124753,0.8894269004746518,1.0,0.03239406207385513,0.8556251837945118,0.7980978312677621,0.9260689564431147,0.9966183333688388,0.032854873389130665,0.6410558893088818,0.46619274410649536,0.5778094573756156,0.7072323997131488,-0.000909215520162817,0.04436739531654498,,,,0.015356481443019314,0.00900800151142008,-0.1681105467283459,-0.02479571729401154,-0.2826014405227867,0.05808351954973184,-0.2516577817000834,0.2055431128223641,0.09913109781617215,,-0.011271830485046071,0.04436739531654498,,0.5927817438280886,-0.06250419792564758,-0.09844741792246225,,-0.07414828274188114,-0.24262290379688056,-0.2779944809131408,0.17149637552050453,,,,,,,0.005128210099053295,-0.025685623841023762,0.06343862569444096,0.026103346055102727,0.257819786626326,-0.013119403416369984,0.00583884681091359,0.053247587649905455,0.2006219225038217,0.24288447861408774,0.23680637155992276,0.1070560685578795,0.9658051894671488,0.6056210804594833,0.9851064433309329,0.9111843738925927
Flow IAT Min,-0.011741119610128638,0.019872163392950604,-0.0007299788926049289,-0.0007690959994491422,-0.0016627228378583777,-0.0002941359510829254,-0.00925804786228293,-0.0068998233757123426,-0.008297460808812992,-0.005846329399978932,-0.003969502725584807,-0.005634199907187033,-0.004800382037962728,-0.003993824788312352,-0.007035333061289558,-0.00899321568511798,0.18698629366629457,-0.0026426298201990012,0.03239406207385513,1.0,0.01995430191722281,0.15360628832176862,-0.00319997563638402,0.03250972517928999,0.9984410487632571,-0.004955452524654239,-0.0049329945553788675,-0.0050778284574728855,-0.005078302978239169,-0.0043139748628314755,0.006916617797860486,,,,0.0004652088725739882,0.0005475102664511858,-0.00893444542792524,-0.0013171990373077535,-0.006878417294046356,-0.008385054117105526,-0.00887622513683528,-0.005930677785813956,-0.0019226591291003445,,-0.00060677218277484,0.006916617797860486,,-0.011054747087877306,0.0306080616653393,0.04951222330983331,,-0.007061778426958214,-0.007507356407371123,-0.008297460808812992,-0.004800382037962728,,,,,,,-0.0007299788926049289,-0.001662722837858378,-0.0007690959994491422,-0.0002941359510829254,-0.0023155972758816005,-0.0019849250283272466,-0.0030629038615132436,-0.0028198320622939903,0.07152215325737729,0.015903779135968528,0.050161719237461835,0.07028759505527586,0.0008907066859594264,0.0024247287381628695,0.0018766114663886014,0.00021267876562141815
Fwd IAT Total,-0.49745818905826134,0.9988705498589048,0.010110025752977411,0.06744276069523238,-0.023007439469600856,0.02344864445625783,-0.08367637609485262,-0.2917795223719276,-0.2837212430967761,0.1975752520874059,0.26718187954458067,-0.07797763551479729,0.16569046207288013,0.26106558515159306,-0.12857334204012502,-0.16435526491628819,0.655844765826594,0.7600883833050605,0.8556251837945118,0.01995430191722281,1.0,0.7462929831993129,0.7986166424288025,0.8589090121714676,0.020392038425010153,0.7788433180989064,0.5512172816918154,0.6191308591040705,0.6967390831173501,0.0009742823666478734,0.005417534747417983,,,,0.015226470001274495,0.008178279017148295,-0.1632805008691754,-0.024084280421434713,-0.29169596931424757,0.06923735161575939,-0.2605917940807364,0.22392075775347559,0.09715594756133596,,-0.011030848962180572,0.005417534747417983,,0.6057436363899872,-0.07945477943997016,-0.09804694213422371,,-0.0999395276934209,-0.25020972477504316,-0.2837212430967761,0.16569046207288013,,,,,,,0.010110025752977411,-0.02300743946960085,0.06744276069523238,0.023448644456257828,0.2703151665820541,-0.026966324286085454,0.016450035834388484,0.05432811540361032,0.1912911623101455,0.31213822671227,0.3039688615888461,0.07229767096688204,0.8270593821621072,0.5485616006670151,0.8584402389382847,0.7610448468426898
Fwd IAT Mean,-0.5002833877436599,0.7448177238238148,-0.006250198968827659,0.007334797497691294,-0.03700653305807598,-0.0035359610912420914,-0.2582291915931793,-0.29258715580877465,-0.3125233831953993,-0.03362124675653737,0.011016915522620975,-0.0895425714702358,-0.03242061427777149,0.011908464541074174,-0.14708178158607402,-0.18801477394362848,0.9658142219859642,0.9491955318132985,0.7980978312677621,0.15360628832176862,0.7462929831993129,1.0,0.9368221214424098,0.8013414348898988,0.15431869828002281,0.33440685916868557,0.4701184697747261,0.46257950180451674,0.40090663785840513,0.004321818589361786,-0.0256653251627155,,,,0.016377206638043554,0.01094615709756733,-0.18678516754282684,-0.027553404465969978,-0.29240515214692486,-0.1733055446141699,-0.31825288948705416,-0.03337367267705635,-0.009615883645726419,,-0.01261698511641992,-0.0256653251627155,,0.6556281657917116,-0.1022111483920695,-0.10499131150109385,,-0.16470398294439217,-0.2933531411418485,-0.3125233831953992,-0.03242061427777147,,,,,,,-0.006250198968827659,-0.03700653305807598,0.007334797497691293,-0.003535961091242092,0.1746736489308685,-0.04456777105145223,-0.03430532178588334,0.05326853805188566,0.10189678730157102,0.16019198417747993,0.15077469779530536,0.04120369177027702,0.7354911192810938,0.6383243740324527,0.7885137336311595,0.6477148885981594
Fwd IAT Std,-0.49579816208880506,0.7974767670417626,-0.003008704622848584,0.023883813487909113,-0.033526981208179374,0.0029959308116565774,-0.19253172430612855,-0.2898079173504242,-0.2988864575081559,0.05241593156526768,0.11664300580742261,-0.08658633948563285,0.048557152663436236,0.11642263865368901,-0.14542063020978738,-0.18589129926882197,0.8834850126694672,0.9854193868214098,0.9260689564431147,-0.00319997563638402,0.7986166424288025,0.9368221214424098,1.0,0.9295162678868218,-0.0027238683277392944,0.4723576910915092,0.45611996270752986,0.5107585167251462,0.5329096269851991,-6.751618765680383e-05,0.018094558253378114,,,,0.016307774990988164,0.010484922820579225,-0.18467560860758617,-0.027241738282673716,-0.289630573162293,-0.0728095774472772,-0.2930077334886618,0.0696087272494106,0.030947915141799304,,-0.012472421155426476,0.018094558253378114,,0.6296863159023909,-0.08235761066485776,-0.11141649428098181,,-0.140357065371649,-0.27481394491592886,-0.29888645750815596,0.04855715266343624,,,,,,,-0.003008704622848584,-0.03352698120817937,0.02388381348790912,0.0029959308116565783,0.21554364072764554,-0.03680719670298765,-0.02399868546660595,0.054108422359305346,0.11919449344248798,0.18073093491227168,0.1642404728591551,0.04852433558550927,0.8891778475030078,0.6049094639230006,0.9141081075118084,0.826294938223844
Fwd IAT Max,-0.4710160760135556,0.8580072391175532,0.005265721113681919,0.06299419469570479,-0.025331807512576212,0.025971575937253594,-0.10212687616533433,-0.27872151824428115,-0.2743573163907798,0.1534001242557237,0.25075934793195515,-0.07617645296468484,0.1676459406288559,0.24181924252664985,-0.13079456850005872,-0.1671948091407248,0.7282459129404893,0.8852027417818543,0.9966183333688388,0.03250972517928999,0.8589090121714676,0.8013414348898988,0.9295162678868218,1.0,0.03299153901761118,0.6388337862121698,0.4583353717140593,0.5710149929433266,0.7022828736812919,-0.0011676377605459192,0.04454963568627345,,,,0.015154670409709605,0.00893666088441317,-0.16610147251356694,-0.02450044849938414,-0.2785934231958722,0.05799451356568596,-0.24850932536582826,0.20195681027220713,0.09691999128444849,,-0.011214387155057088,0.04454963568627345,,0.5855481962079327,-0.06243520151148647,-0.09859195399098344,,-0.09531376712609564,-0.23954883133363858,-0.2743573163907798,0.16764594062885593,,,,,,,0.005265721113681917,-0.025331807512576215,0.06299419469570479,0.02597157593725359,0.24998631058408366,-0.03386111339810574,0.006684029855837892,0.05247400143159437,0.18541231931431545,0.243822446223955,0.22802418256576018,0.08921453849523192,0.9655542634458001,0.6076438707053917,0.9853291644951131,0.9104373910525746
Fwd IAT Min,-0.010285586870604107,0.020303313936409096,-0.0006823464439214405,-0.0007317660169164968,-0.0015588692813397595,-0.00027932037461142516,-0.008259053877633676,-0.006013072542631023,-0.0072947927753908475,-0.005303445920629832,-0.0038107858686127973,-0.005969974873080793,-0.004716548721393701,-0.0037909737858407458,-0.006678231251472687,-0.008536754485572548,0.187290393400569,-0.0020208449048137013,0.032854873389130665,0.9984410487632571,0.020392038425010153,0.15431869828002281,-0.0027238683277392944,0.03299153901761118,1.0,-0.004703800888630598,-0.004682514836421012,-0.004819990152971177,-0.0048204270552396735,-0.0038951837160120404,0.007314413659279924,,,,0.00042001250954018683,0.0005195524842519989,-0.0084809562972603,-0.0012505246963982859,-0.005990729560997322,-0.007634677499752464,-0.007890105510598069,-0.005639696793494535,-0.0018516646413226,,-0.0005759709428488235,0.007314413659279924,,-0.010489943445780714,0.02782333761782007,0.04523348156481512,,-0.00792875519723195,-0.00663073222401471,-0.007294792775390849,-0.004716548721393701,,,,,,,-0.0006823464439214405,-0.0015588692813397595,-0.0007317660169164969,-0.00027932037461142516,-0.003825652924246441,-0.003110060068616177,-0.0028540914019320636,-0.0029895956656878875,0.07157922706634359,0.016012128364253378,0.050260931576012274,0.07030551055859427,0.0012546797073872825,0.0026998600343208583,0.002258923991699096,0.0005413462432552807
Bwd IAT Total,-0.3081213687598619,0.7816188862137943,0.014169800669609238,0.0890611691494779,-0.005667444899561194,0.03060581237606212,0.09184767295228755,-0.19005642336096404,-0.16143645236425055,0.3265944995784886,0.3850923224976084,-0.044659276093357264,0.26464651972594905,0.37924315856868973,-0.07597063395717289,-0.097113405967249,0.20135679262876638,0.3938656962777521,0.6410558893088818,-0.004955452524654239,0.7788433180989064,0.33440685916868557,0.4723576910915092,0.6388337862121698,-0.004703800888630598,1.0,0.6229545954358765,0.7217885080685026,0.8551542913472617,-0.013438493657341486,0.029601242679050437,,,,0.009644708521657224,0.00353960378434578,-0.09647846989527031,-0.014228877402661957,-0.1900876713919596,0.24556508927630166,-0.12496410365684173,0.35848048362664603,0.14040462339651147,,-0.006476379435804521,0.029601242679050437,,0.3808421103136244,-0.017003134072399492,-0.05793376625698166,,0.012105442286856907,-0.12996791881928804,-0.16143645236425053,0.26464651972594905,,,,,,,0.014169800669609238,-0.005667444899561196,0.0890611691494779,0.03060581237606212,0.27463749346082816,0.021748263456049164,0.04495781907587505,0.03706831161234385,0.1797854488205384,0.273597427249656,0.2771075539999976,0.0779121424253471,0.6610019053373934,0.25859336184712,0.6477797741404537,0.6503836777753821
Bwd IAT Mean,-0.3059547032272581,0.5557448604121416,8.395669422892365e-05,0.018488521498191322,-0.018665659895150233,-0.0006336315016094145,-0.12543484068133523,-0.18781683268096816,-0.19151077627354265,0.04038013521815891,0.06553905514562894,-0.029166411553773357,0.02268234128859503,0.06633876683252599,-0.07562570878571882,-0.09667242513581133,0.3344230172668643,0.4229794300775174,0.46619274410649536,-0.0049329945553788675,0.5512172816918154,0.4701184697747261,0.45611996270752986,0.4583353717140593,-0.004682514836421012,0.6229545954358765,1.0,0.9687244792141456,0.802366151333771,-0.011165311708176416,0.003259502812689901,,,,0.009637758837935988,0.0052911720650845855,-0.09604023979555146,-0.014166475876067258,-0.18784513232458763,-0.054450021404811824,-0.19094893722769035,0.040708898511803315,0.01341195486020348,,-0.00636774529908514,0.003259502812689901,,0.388629835339427,-0.027854252354925724,-0.05605686187690928,,-0.03972938172340836,-0.17544110705113808,-0.19151077627354265,0.02268234128859502,,,,,,,8.395669422892357e-05,-0.018665659895150233,0.018488521498191326,-0.0006336315016094143,0.14389027020462788,0.0022097918561387424,0.00018804648981126857,0.03704160003291662,0.0814798328841076,0.15466283287804805,0.14483465876123058,0.025076271511352118,0.420531573475476,0.3875195871186436,0.46939520419451625,0.3537966828661604
Bwd IAT Std,-0.31479555784640445,0.6232929445453065,0.00252846573948039,0.031037403808372863,-0.016788056864335526,0.004116853467517912,-0.08320634081764432,-0.19361877982946143,-0.18993271127033615,0.10195194545328876,0.14559792851704992,-0.03281447738527925,0.08272629073887025,0.14427095788734057,-0.07784612876674395,-0.09951080420583361,0.32203325307976743,0.4588599163080649,0.5778094573756156,-0.0050778284574728855,0.6191308591040705,0.46257950180451674,0.5107585167251462,0.5710149929433266,-0.004819990152971177,0.7217885080685026,0.9687244792141456,1.0,0.9119181459727584,-0.012282809491087567,0.023390050448912163,,,,0.00991365240253494,0.005209288987797844,-0.0988600694893377,-0.014582213138426838,-0.19364190302836576,0.016314147187781836,-0.18060556201976974,0.11587419415970787,0.04232191060645499,,-0.006586157292696564,0.023390050448912163,,0.39649835343594064,-0.024575810454382636,-0.05823358510273431,,-0.03047706717490157,-0.16951331920565116,-0.18993271127033615,0.08272629073887025,,,,,,,0.0025284657394803894,-0.016788056864335526,0.031037403808372863,0.004116853467517912,0.17408404907742417,-0.0015868232523639514,0.00800658946320659,0.03810303889579799,0.11218286252994214,0.1823672328658993,0.1707185010863064,0.04383993361423885,0.5507219058505854,0.38549340417314415,0.5821009132104129,0.4977332655101685
Bwd IAT Max,-0.3143172736968256,0.7003541187005707,0.010095576504608484,0.07203410116432511,-0.011300236239012044,0.026379592165217586,0.0025027164931387203,-0.1941156406750437,-0.17828152266374162,0.20507975797031708,0.28100047316632537,-0.038280241881087446,0.20400543355278553,0.2730848860961381,-0.07785330039286557,-0.09951998709129967,0.26332992337937755,0.45727408219384486,0.7072323997131488,-0.005078302978239169,0.6967390831173501,0.40090663785840513,0.5329096269851991,0.7022828736812919,-0.0048204270552396735,0.8551542913472617,0.802366151333771,0.9119181459727584,1.0,-0.014528311534386652,0.04441309813577903,,,,0.00989789883947797,0.0047258277885646295,-0.09886927245753414,-0.014582221527171287,-0.194129435841912,0.1410474272030752,-0.14834930697707485,0.24908015976720912,0.09942639365544519,,-0.00661712286535496,0.04441309813577903,,0.3916179006747093,-0.019593548657219687,-0.05894391696986879,,0.0016705565031518018,-0.1472123341097586,-0.17828152266374156,0.20400543355278547,,,,,,,0.010095576504608484,-0.011300236239012044,0.07203410116432511,0.026379592165217586,0.21659266673637037,0.0003330770282436615,0.03347775600790226,0.038048227090466194,0.18165754859569364,0.24540063531564463,0.23513127199991868,0.08765440934959406,0.7041730204967663,0.3728869330248828,0.7126872980192656,0.6715762673966811
Bwd IAT Min,-0.14872676543054647,0.001070083216153484,-0.006457962151586364,0.0005292592470137766,-0.018404280927918803,-0.0014625989301590033,-0.14954278097257143,-0.1583016893061976,-0.16734720853732493,-0.02332291534977763,0.0009650008204183103,0.11692134546819398,0.0251606481225412,-0.006314502575732463,-0.06613831783584408,-0.08059623789263758,-0.005339203664766417,-0.002661003109517516,-0.000909215520162817,-0.0043139748628314755,0.0009742823666478734,0.004321818589361786,-6.751618765680383e-05,-0.0011676377605459192,-0.0038951837160120404,-0.013438493657341486,-0.011165311708176416,-0.012282809491087567,-0.014528311534386652,1.0,0.013245763783074153,,,,0.007921587099385575,-0.01916577624344284,-0.08219101666885682,0.023598713335681136,-0.1590922252936546,-0.1013445531061381,-0.16619022352114027,-0.007659352438094648,-0.0024197884148688957,,-0.0014796052103011334,0.013245763783074153,,0.1053152621703367,0.08961655721156454,0.03776253894579472,,0.17139994326197902,-0.15090557339545752,-0.1673472085373249,0.0251606481225412,,,,,,,-0.006457962151586364,-0.018404280927918803,0.0005292592470137762,-0.0014625989301590035,0.048206543441670295,0.034079511052453076,-0.029570980750192193,0.02843150861987219,-0.008458223949245119,-0.009261356197101557,-0.010456683571645193,-0.005217597689253261,0.002259293472606754,0.011251843155178288,0.004267520283167045,-0.0005834069788420451
